АВС/ DEF;От;До;Емкость;Оператор;Регион
301;2293000;2294999;2000;Московский узел связи энергетики;Улан - Удэ |Республика Бурятия
301;2295000;2295999;1000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2296000;2296999;1000;Мобилтелеком;Республика Бурятия
301;2297000;2297999;1000;Мобилтелеком;Республика Бурятия
301;2298000;2298999;1000;Мобилтелеком;Республика Бурятия
301;2299000;2299199;200;Ростелеком;Улан - Удэ |Республика Бурятия
301;2299300;2299399;100;Ростелеком;Улан - Удэ |Республика Бурятия
301;2299500;2299599;100;Ростелеком;Улан - Удэ |Республика Бурятия
301;2299900;2299999;100;Гамма Телеком;Улан - Удэ |Республика Бурятия
301;2300000;2329999;30000;Мобильные ТелеСистемы;Улан - Удэ |Республика Бурятия
301;2330000;2349999;20000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2350000;2369999;20000;Мобильные ТелеСистемы;Улан - Удэ |Республика Бурятия
301;2370000;2379999;10000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2380000;2389999;10000;Мобильные ТелеСистемы;Улан - Удэ |Республика Бурятия
301;2390000;2398299;8300;Вымпел-Коммуникации;Улан - Удэ |Республика Бурятия
301;2399990;2399999;10;Ростелеком;Улан - Удэ |Республика Бурятия
301;2400000;2409999;10000;Байкалвестком;Улан - Удэ |Республика Бурятия
301;2410000;2437999;28000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2439000;2469999;31000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2480000;2480099;100;Ростелеком;Улан - Удэ |Республика Бурятия
301;2480100;2480799;700;Вымпел-Коммуникации;Улан - Удэ |Республика Бурятия
301;2480800;2480999;200;ПРЕСТИЖ-ИНТЕРНЕТ;Улан - Удэ |Республика Бурятия
301;2481000;2485999;5000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2486000;2487999;2000;Вымпел-Коммуникации;Улан - Удэ |Республика Бурятия
301;2488800;2488899;100;Гамма Телеком;Улан - Удэ |Республика Бурятия
301;2489000;2489999;1000;Вымпел-Коммуникации;Улан - Удэ |Республика Бурятия
301;2490000;2490999;1000;ПРОКОМ;Улан - Удэ |Республика Бурятия
301;2491000;2494999;4000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2497000;2499999;3000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2500000;2514999;15000;Вымпел-Коммуникации;Улан - Удэ |Республика Бурятия
301;2515000;2519999;5000;Вымпел-Коммуникации;Улан - Удэ |Республика Бурятия
301;2550000;2559999;10000;Ростелеком;Улан - Удэ |Республика Бурятия
301;2560000;2589999;30000;МегаФон;Улан - Удэ |Республика Бурятия
301;2590000;2596999;7000;Вымпел-Коммуникации;Улан - Удэ |Республика Бурятия
301;2600000;2699999;100000;Байкалвестком;Улан - Удэ |Республика Бурятия
301;2700000;2799999;100000;Байкалвестком;Улан - Удэ |Республика Бурятия
301;3020000;3027999;8000;Ростелеком;Северобайкальск |Республика Бурятия
301;3029000;3029000;1;МегаФон;Северобайкальск |Республика Бурятия
301;3036000;3037566;1567;Байкал Диалог;Северобайкальск |Республика Бурятия
301;3042300;3042399;100;Ростелеком;Северобайкальск |Республика Бурятия
301;3042500;3042599;100;Ростелеком;Северобайкальск |Республика Бурятия
301;3043000;3043259;260;Ростелеком;Северобайкальск |Республика Бурятия
301;3043260;3043299;40;Ростелеком;Северо - Байкальский |Республика Бурятия
301;3043300;3043799;500;Ростелеком;Северобайкальск |Республика Бурятия
301;3043800;3043812;13;МегаФон;Северо - Байкальский |Республика Бурятия
301;3044000;3044899;900;Ростелеком;Северобайкальск |Республика Бурятия
301;3044900;3044949;50;Ростелеком;Северо - Байкальский |Республика Бурятия
301;3046000;3046699;700;Ростелеком;Северо - Байкальский |Республика Бурятия
301;3046700;3046999;300;Байкал Диалог;Нижнеангарск |Северо - Байкальский |Республика Бурятия
301;3047000;3048999;2000;Ростелеком;Северо - Байкальский |Республика Бурятия
301;3049000;3049999;1000;Байкал Диалог;Новый Уоян |Северо - Байкальский |Республика Бурятия
301;3051000;3052999;2000;Ростелеком;Северобайкальск |Республика Бурятия
301;3056300;3056399;100;Ростелеком;Северобайкальск |Республика Бурятия
301;3141000;3142099;1100;Ростелеком;Баргузинский |Республика Бурятия
301;3142200;3142699;500;Ростелеком;Баргузинский |Республика Бурятия
301;3142800;3143299;500;Ростелеком;Баргузинский |Республика Бурятия
301;3143300;3143499;200;Ростелеком;Баргузинский |Республика Бурятия
301;3190000;3190029;30;МегаФон;Баргузинский |Республика Бурятия
301;3191000;3192699;1700;Ростелеком;Баргузинский |Республика Бурятия
301;3192800;3192999;200;Ростелеком;Баргузинский |Республика Бурятия
301;3193300;3193399;100;Ростелеком;Баргузинский |Республика Бурятия
301;3194100;3194299;200;Ростелеком;Баргузинский |Республика Бурятия
301;3195100;3195899;800;Ростелеком;Баргузинский |Республика Бурятия
301;3196100;3196299;200;Ростелеком;Баргузинский |Республика Бурятия
301;3197200;3197299;100;Ростелеком;Баргузинский |Республика Бурятия
301;3198300;3198599;300;Ростелеком;Баргузинский |Республика Бурятия
301;3199100;3199199;100;Ростелеком;Баргузинский |Республика Бурятия
301;3242000;3242999;1000;Российские железные дороги;Муйский |Республика Бурятия
301;3243000;3243007;8;МегаФон;Муйский |Республика Бурятия
301;3245000;3245999;1000;Российские железные дороги;Муйский |Республика Бурятия
301;3254000;3254999;1000;Ростелеком;Муйский |Республика Бурятия
301;3255100;3255619;520;Ростелеком;Муйский |Республика Бурятия
301;3256000;3256049;50;Ростелеком;Муйский |Республика Бурятия
301;3256100;3256349;250;Ростелеком;Муйский |Республика Бурятия
301;3257000;3257023;24;Ростелеком;Муйский |Республика Бурятия
301;3261000;3261999;1000;ВИТОЛ;Северомуйск |Муйский |Республика Бурятия
301;3264300;3264399;100;Ростелеком;Муйский |Республика Бурятия
301;3341000;3343349;2350;Ростелеком;Бичурский |Республика Бурятия
301;3343350;3343385;36;МегаФон;Бичурский |Республика Бурятия
301;3353100;3353299;200;Ростелеком;Бичурский |Республика Бурятия
301;3354100;3354399;300;Ростелеком;Бичурский |Республика Бурятия
301;3355100;3355299;200;Ростелеком;Бичурский |Республика Бурятия
301;3356200;3356349;150;Ростелеком;Бичурский |Республика Бурятия
301;3357100;3357249;150;Ростелеком;Бичурский |Республика Бурятия
301;3357300;3357399;100;Ростелеком;Бичурский |Республика Бурятия
301;3358100;3358399;300;Ростелеком;Бичурский |Республика Бурятия
301;3358600;3358999;400;Ростелеком;Бичурский |Республика Бурятия
301;3359300;3359749;450;Ростелеком;Бичурский |Республика Бурятия
301;3359800;3359849;50;Ростелеком;Бичурский |Республика Бурятия
301;3359900;3359999;100;Ростелеком;Бичурский |Республика Бурятия
301;3441000;3442999;2000;Ростелеком;Джидинский |Республика Бурятия
301;3443000;3443036;37;МегаФон;Джидинский |Республика Бурятия
301;3443037;3443136;100;Межрегиональный ТранзитТелеком;Джидинский |Республика Бурятия
301;3444000;3444999;1000;Межрегиональный ТранзитТелеком;Джидинский |Республика Бурятия
301;3493100;3493199;100;Ростелеком;Джидинский |Республика Бурятия
301;3493300;3493399;100;Ростелеком;Джидинский |Республика Бурятия
301;3494100;3494449;350;Ростелеком;Джидинский |Республика Бурятия
301;3495100;3495249;150;Ростелеком;Джидинский |Республика Бурятия
301;3495400;3495599;200;Ростелеком;Джидинский |Республика Бурятия
301;3495610;3495659;50;Ростелеком;Джидинский |Республика Бурятия
301;3495700;3495799;100;Ростелеком;Джидинский |Республика Бурятия
301;3496100;3496399;300;Ростелеком;Джидинский |Республика Бурятия
301;3497400;3497699;300;Ростелеком;Джидинский |Республика Бурятия
301;3498200;3498449;250;Ростелеком;Джидинский |Республика Бурятия
301;3498500;3498599;100;Ростелеком;Джидинский |Республика Бурятия
301;3499100;3499199;100;Ростелеком;Джидинский |Республика Бурятия
301;3499310;3499359;50;Ростелеком;Джидинский |Республика Бурятия
301;3499510;3499559;50;Ростелеком;Джидинский |Республика Бурятия
301;3521000;3522299;1300;Ростелеком;Еравнинский |Республика Бурятия
301;3522300;3522321;22;МегаФон;Еравнинский |Республика Бурятия
301;3523300;3523499;200;Ростелеком;Еравнинский |Республика Бурятия
301;3524310;3524359;50;Ростелеком;Еравнинский |Республика Бурятия
301;3528100;3528199;100;Ростелеком;Еравнинский |Республика Бурятия
301;3529160;3529259;100;"Красноярское конструкторское бюро ""Искра""";Баунтовский |Республика Бурятия
301;3529260;3529283;24;МегаФон;Баунтовский |Республика Бурятия
301;3529310;3529399;90;Ростелеком;Еравнинский |Республика Бурятия
301;3529510;3529659;150;Ростелеком;Еравнинский |Республика Бурятия
301;3531110;3531159;50;Ростелеком;Еравнинский |Республика Бурятия
301;3532100;3532299;200;Ростелеком;Еравнинский |Республика Бурятия
301;3533110;3533159;50;Ростелеком;Еравнинский |Республика Бурятия
301;3534310;3534359;50;Ростелеком;Еравнинский |Республика Бурятия
301;3535100;3535249;150;Ростелеком;Еравнинский |Республика Бурятия
301;3536100;3536259;160;Ростелеком;Еравнинский |Республика Бурятия
301;3537100;3537199;100;Ростелеком;Еравнинский |Республика Бурятия
301;3641000;3643047;2048;Ростелеком;Заиграевский |Республика Бурятия
301;3643048;3643086;39;МегаФон;Заиграевский |Республика Бурятия
301;3643087;3645086;2000;Межрегиональный ТранзитТелеком;Заиграевский |Республика Бурятия
301;3645100;3645899;800;Ростелеком;Заиграевский |Республика Бурятия
301;3646200;3646699;500;Интерфейс;Заиграевский |Республика Бурятия
301;3650100;3650199;100;Ростелеком;Заиграевский |Республика Бурятия
301;3650700;3650949;250;Ростелеком;Заиграевский |Республика Бурятия
301;3653200;3654049;850;Ростелеком;Заиграевский |Республика Бурятия
301;3655100;3655299;200;Ростелеком;Заиграевский |Республика Бурятия
301;3656000;3656899;900;Ростелеком;Заиграевский |Республика Бурятия
301;3657100;3657449;350;Ростелеком;Заиграевский |Республика Бурятия
301;3658010;3658059;50;Ростелеком;Заиграевский |Республика Бурятия
301;3658100;3658549;450;Ростелеком;Заиграевский |Республика Бурятия
301;3658600;3658699;100;Ростелеком;Заиграевский |Республика Бурятия
301;3658810;3658859;50;Ростелеком;Заиграевский |Республика Бурятия
301;3659200;3659299;100;Ростелеком;Заиграевский |Республика Бурятия
301;3743000;3746109;3110;Ростелеком;Закаменский |Республика Бурятия
301;3746110;3746137;28;МегаФон;Закаменский |Республика Бурятия
301;3790100;3790399;300;Ростелеком;Закаменский |Республика Бурятия
301;3791100;3791259;160;Ростелеком;Закаменский |Республика Бурятия
301;3791300;3791499;200;Ростелеком;Закаменский |Республика Бурятия
301;3791610;3791659;50;Ростелеком;Закаменский |Республика Бурятия
301;3792100;3792599;500;Ростелеком;Закаменский |Республика Бурятия
301;3792610;3792659;50;Ростелеком;Закаменский |Республика Бурятия
301;3793100;3793299;200;Ростелеком;Закаменский |Республика Бурятия
301;3793400;3793649;250;Ростелеком;Закаменский |Республика Бурятия
301;3793700;3793799;100;Ростелеком;Закаменский |Республика Бурятия
301;3794110;3794159;50;Ростелеком;Закаменский |Республика Бурятия
301;3795100;3795299;200;Ростелеком;Закаменский |Республика Бурятия
301;3796100;3796299;200;Ростелеком;Закаменский |Республика Бурятия
301;3797100;3797199;100;Ростелеком;Закаменский |Республика Бурятия
301;3798100;3798299;200;Ростелеком;Закаменский |Республика Бурятия
301;3799100;3799199;100;Ростелеком;Закаменский |Республика Бурятия
301;3833400;3833499;100;Ростелеком;Кабанский |Республика Бурятия
301;3833500;3833550;51;МегаФон;Кабанский |Республика Бурятия
301;3840000;3842049;2050;Ростелеком;Кабанский |Республика Бурятия
301;3843000;3843399;400;Ростелеком;Кабанский |Республика Бурятия
301;3843500;3843549;50;Ростелеком;Кабанский |Республика Бурятия
301;3870000;3871023;1024;Ростелеком;Кабанский |Республика Бурятия
301;3873000;3876900;3901;Ростелеком;Кабанский |Республика Бурятия
301;3877000;3879799;2800;Ростелеком;Кабанский |Республика Бурятия
301;3891000;3891999;1000;Ростелеком;Кабанский |Республика Бурятия
301;3892100;3892396;297;Ростелеком;Кабанский |Республика Бурятия
301;3892400;3892859;460;Ростелеком;Кабанский |Республика Бурятия
301;3892900;3894859;1960;Ростелеком;Кабанский |Республика Бурятия
301;3894900;3894959;60;Ростелеком;Кабанский |Республика Бурятия
301;3895000;3895699;700;Ростелеком;Кабанский |Республика Бурятия
301;3932000;3933999;2000;Российские железные дороги;Северобайкальск |Республика Бурятия
301;4021000;4021399;400;Ростелеком;Иволгинский |Республика Бурятия
301;4021400;4021421;22;МегаФон;Иволгинский |Республика Бурятия
301;4021600;4021999;400;Ростелеком;Иволгинский |Республика Бурятия
301;4022100;4022599;500;Ростелеком;Иволгинский |Республика Бурятия
301;4023300;4023799;500;Ростелеком;Иволгинский |Республика Бурятия
301;4024100;4024699;600;Ростелеком;Иволгинский |Республика Бурятия
301;4025100;4025399;300;Ростелеком;Иволгинский |Республика Бурятия
301;4026100;4026199;100;Ростелеком;Иволгинский |Республика Бурятия
301;4026300;4026499;200;Ростелеком;Иволгинский |Республика Бурятия
301;4026610;4026659;50;Ростелеком;Иволгинский |Республика Бурятия
301;4027100;4027199;100;Ростелеком;Иволгинский |Республика Бурятия
301;4028100;4028149;50;Ростелеком;Иволгинский |Республика Бурятия
301;4028150;4028249;100;"Красноярское конструкторское бюро ""Искра""";Иволгинский |Республика Бурятия
301;4041000;4041299;300;Ростелеком;Иволгинский |Республика Бурятия
301;4130000;4130149;150;Ростелеком;Кижингинский |Республика Бурятия
301;4130150;4130171;22;МегаФон;Кижингинский |Республика Бурятия
301;4131300;4131399;100;Ростелеком;Кижингинский |Республика Бурятия
301;4132000;4132999;1000;Ростелеком;Кижингинский |Республика Бурятия
301;4133100;4133299;200;Ростелеком;Кижингинский |Республика Бурятия
301;4134300;4134499;200;Ростелеком;Кижингинский |Республика Бурятия
301;4135300;4135499;200;Ростелеком;Кижингинский |Республика Бурятия
301;4136500;4136599;100;Ростелеком;Кижингинский |Республика Бурятия
301;4136900;4136999;100;Ростелеком;Кижингинский |Республика Бурятия
301;4137300;4137399;100;Ростелеком;Кижингинский |Республика Бурятия
301;4138100;4138599;500;Ростелеком;Кижингинский |Республика Бурятия
301;4139300;4139359;60;Ростелеком;Кижингинский |Республика Бурятия
301;4139410;4139699;290;Ростелеком;Кижингинский |Республика Бурятия
301;4139810;4139859;50;Ростелеком;Кижингинский |Республика Бурятия
301;4231310;4231359;50;Ростелеком;Кяхтинский |Республика Бурятия
301;4231400;4231499;100;Ростелеком;Кяхтинский |Республика Бурятия
301;4231500;4231541;42;МегаФон;Кяхтинский |Республика Бурятия
301;4232100;4232249;150;Ростелеком;Кяхтинский |Республика Бурятия
301;4233000;4233049;50;Ростелеком;Кяхтинский |Республика Бурятия
301;4233100;4233199;100;Ростелеком;Кяхтинский |Республика Бурятия
301;4234050;4234199;150;Ростелеком;Кяхтинский |Республика Бурятия
301;4235500;4235649;150;Ростелеком;Кяхтинский |Республика Бурятия
301;4236100;4236199;100;Ростелеком;Кяхтинский |Республика Бурятия
301;4237100;4237299;200;Ростелеком;Кяхтинский |Республика Бурятия
301;4238110;4238199;90;Ростелеком;Кяхтинский |Республика Бурятия
301;4241000;4241349;350;Ростелеком;Кяхтинский |Республика Бурятия
301;4245510;4245559;50;Ростелеком;Кяхтинский |Республика Бурятия
301;4245600;4246049;450;Ростелеком;Кяхтинский |Республика Бурятия
301;4290600;4290899;300;Ростелеком;Кяхтинский |Республика Бурятия
301;4291000;4293999;3000;Ростелеком;Кяхтинский |Республика Бурятия
301;4294600;4294999;400;Ростелеком;Кяхтинский |Республика Бурятия
301;4295200;4295549;350;Ростелеком;Кяхтинский |Республика Бурятия
301;4296200;4296399;200;Ростелеком;Кяхтинский |Республика Бурятия
301;4297050;4297599;550;Ростелеком;Кяхтинский |Республика Бурятия
301;4298100;4298299;200;Ростелеком;Кяхтинский |Республика Бурятия
301;4298300;4298349;50;Ростелеком;Тарбагатайский |Республика Бурятия
301;4299400;4299599;200;Ростелеком;Кяхтинский |Республика Бурятия
301;4321000;4324549;3550;Ростелеком;Мухоршибирский |Республика Бурятия
301;4324550;4324578;29;МегаФон;Мухоршибирский |Республика Бурятия
301;4325100;4325149;50;Ростелеком;Мухоршибирский |Республика Бурятия
301;4325300;4325399;100;Ростелеком;Мухоршибирский |Республика Бурятия
301;4325500;4325799;300;Ростелеком;Мухоршибирский |Республика Бурятия
301;4326300;4326849;550;Ростелеком;Мухоршибирский |Республика Бурятия
301;4327100;4327149;50;Ростелеком;Мухоршибирский |Республика Бурятия
301;4327300;4327699;400;Ростелеком;Мухоршибирский |Республика Бурятия
301;4327900;4327949;50;Ростелеком;Мухоршибирский |Республика Бурятия
301;4328100;4328199;100;Ростелеком;Мухоршибирский |Республика Бурятия
301;4328300;4328449;150;Ростелеком;Мухоршибирский |Республика Бурятия
301;4328500;4328599;100;Ростелеком;Мухоршибирский |Республика Бурятия
301;4328700;4328799;100;Ростелеком;Мухоршибирский |Республика Бурятия
301;4329300;4329749;450;Ростелеком;Мухоршибирский |Республика Бурятия
301;4441000;4442249;1250;Ростелеком;Прибайкальский |Республика Бурятия
301;4442250;4442281;32;МегаФон;Прибайкальский |Республика Бурятия
301;4451000;4452299;1300;Ростелеком;Прибайкальский |Республика Бурятия
301;4453000;4454049;1050;Ростелеком;Прибайкальский |Республика Бурятия
301;4454400;4455599;1200;Ростелеком;Прибайкальский |Республика Бурятия
301;4456100;4456399;300;Ростелеком;Прибайкальский |Республика Бурятия
301;4456600;4456849;250;Ростелеком;Прибайкальский |Республика Бурятия
301;4457300;4457349;50;Ростелеком;Прибайкальский |Республика Бурятия
301;4457360;4457499;140;Ростелеком;Прибайкальский |Республика Бурятия
301;4457600;4457849;250;Ростелеком;Прибайкальский |Республика Бурятия
301;4458000;4458249;250;Ростелеком;Прибайкальский |Республика Бурятия
301;4458300;4458449;150;Ростелеком;Прибайкальский |Республика Бурятия
301;4458500;4458999;500;Ростелеком;Прибайкальский |Республика Бурятия
301;4459100;4459449;350;Ростелеком;Прибайкальский |Республика Бурятия
301;4459500;4459949;450;Ростелеком;Прибайкальский |Республика Бурятия
301;4541000;4545999;5000;Ростелеком;Гусиноозерск |Республика Бурятия
301;4594000;4594033;34;МегаФон;Селенгинский |Республика Бурятия
301;4594100;4594299;200;Ростелеком;Селенгинский |Республика Бурятия
301;4594310;4594359;50;Ростелеком;Селенгинский |Республика Бурятия
301;4594400;4594449;50;Ростелеком;Гусиноозерск |Республика Бурятия
301;4594600;4594759;160;Ростелеком;Селенгинский |Республика Бурятия
301;4594800;4594899;100;Ростелеком;Селенгинский |Республика Бурятия
301;4595100;4595699;600;Ростелеком;Гусиноозерск |Республика Бурятия
301;4596511;4596830;320;Ростелеком;Селенгинский |Республика Бурятия
301;4597300;4597899;600;Ростелеком;Селенгинский |Республика Бурятия
301;4598100;4598399;300;Ростелеком;Селенгинский |Республика Бурятия
301;4598400;4598499;100;Ростелеком;Гусиноозерск |Республика Бурятия
301;4598500;4598659;160;Ростелеком;Селенгинский |Республика Бурятия
301;4598710;4598759;50;Ростелеком;Селенгинский |Республика Бурятия
301;4598900;4598999;100;Ростелеком;Селенгинский |Республика Бурятия
301;4599050;4599199;150;Ростелеком;Селенгинский |Республика Бурятия
301;4599200;4599249;50;Ростелеком;Гусиноозерск |Республика Бурятия
301;4599300;4599599;300;Ростелеком;Селенгинский |Республика Бурятия
301;4599800;4599899;100;Ростелеком;Селенгинский |Республика Бурятия
301;4651610;4651659;50;Ростелеком;Тарбагатайский |Республика Бурятия
301;4653400;4653549;150;Ростелеком;Тарбагатайский |Республика Бурятия
301;4653550;4653570;21;МегаФон;Тарбагатайский |Республика Бурятия
301;4654100;4654249;150;Ростелеком;Тарбагатайский |Республика Бурятия
301;4655100;4656499;1400;Ростелеком;Тарбагатайский |Республика Бурятия
301;4656500;4656599;100;Ростелеком;Тарбагатайский |Республика Бурятия
301;4657100;4657449;350;Ростелеком;Тарбагатайский |Республика Бурятия
301;4658110;4658159;50;Ростелеком;Тарбагатайский |Республика Бурятия
301;4658210;4658259;50;Ростелеком;Тарбагатайский |Республика Бурятия
301;4658300;4658559;260;Ростелеком;Тарбагатайский |Республика Бурятия
301;4741000;4742699;1700;Ростелеком;Тункинский |Республика Бурятия
301;4742700;4742730;31;МегаФон;Тункинский |Республика Бурятия
301;4743000;4743099;100;Ростелеком;Тункинский |Республика Бурятия
301;4792200;4792599;400;Ростелеком;Тункинский |Республика Бурятия
301;4793000;4793349;350;Ростелеком;Тункинский |Республика Бурятия
301;4793400;4793499;100;Ростелеком;Тункинский |Республика Бурятия
301;4793600;4793699;100;Ростелеком;Тункинский |Республика Бурятия
301;4793800;4793849;50;Ростелеком;Тункинский |Республика Бурятия
301;4794100;4794299;200;Ростелеком;Тункинский |Республика Бурятия
301;4795500;4795599;100;Ростелеком;Тункинский |Республика Бурятия
301;4796100;4796149;50;Ростелеком;Тункинский |Республика Бурятия
301;4796300;4796349;50;Ростелеком;Тункинский |Республика Бурятия
301;4796500;4796549;50;Ростелеком;Тункинский |Республика Бурятия
301;4796600;4796799;200;Ростелеком;Тункинский |Республика Бурятия
301;4797100;4797111;12;Ростелеком;Тункинский |Республика Бурятия
301;4797300;4797899;600;Ростелеком;Тункинский |Республика Бурятия
301;4798100;4798199;100;Ростелеком;Тункинский |Республика Бурятия
301;4799300;4799449;150;Ростелеком;Тункинский |Республика Бурятия
301;4820100;4820259;160;Ростелеком;Хоринский |Республика Бурятия
301;4820610;4820659;50;Ростелеком;Хоринский |Республика Бурятия
301;4821000;4821299;300;Ростелеком;Хоринский |Республика Бурятия
301;4821300;4821326;27;МегаФон;Хоринский |Республика Бурятия
301;4822000;4823999;2000;Ростелеком;Хоринский |Республика Бурятия
301;4824110;4824159;50;Ростелеком;Хоринский |Республика Бурятия
301;4824310;4824359;50;Ростелеком;Хоринский |Республика Бурятия
301;4824510;4824559;50;Ростелеком;Хоринский |Республика Бурятия
301;4824610;4824659;50;Ростелеком;Хоринский |Республика Бурятия
301;4824700;4824799;100;Ростелеком;Хоринский |Республика Бурятия
301;4825100;4825299;200;Ростелеком;Хоринский |Республика Бурятия
301;4825600;4825699;100;Ростелеком;Хоринский |Республика Бурятия
301;4826100;4826249;150;Ростелеком;Хоринский |Республика Бурятия
301;4826600;4826699;100;Ростелеком;Хоринский |Республика Бурятия
301;4827110;4827159;50;Ростелеком;Хоринский |Республика Бурятия
301;4827300;4827399;100;Ростелеком;Хоринский |Республика Бурятия
301;4828400;4828749;350;Ростелеком;Хоринский |Республика Бурятия
301;4829200;4829359;160;Ростелеком;Хоринский |Республика Бурятия
301;4829410;4829459;50;Ростелеком;Хоринский |Республика Бурятия
301;4829610;4829659;50;Ростелеком;Хоринский |Республика Бурятия
301;4941000;4942249;1250;Ростелеком;Курумканский |Республика Бурятия
301;4942250;4942278;29;МегаФон;Курумканский |Республика Бурятия
301;4943000;4943199;200;Ростелеком;Курумканский |Республика Бурятия
301;4991100;4991199;100;Ростелеком;Курумканский |Республика Бурятия
301;4991500;4991699;200;Ростелеком;Курумканский |Республика Бурятия
301;4992100;4992449;350;Ростелеком;Курумканский |Республика Бурятия
301;4992500;4992549;50;Ростелеком;Курумканский |Республика Бурятия
301;4992600;4992799;200;Ростелеком;Курумканский |Республика Бурятия
301;4993500;4993799;300;Ростелеком;Курумканский |Республика Бурятия
301;4995200;4995399;200;Ростелеком;Курумканский |Республика Бурятия
301;4996300;4996549;250;Ростелеком;Курумканский |Республика Бурятия
301;4997600;4997699;100;Ростелеком;Курумканский |Республика Бурятия
301;4998200;4998399;200;Ростелеком;Курумканский |Республика Бурятия
301;5051100;5051799;700;Ростелеком;Окинский |Республика Бурятия
301;5051800;5051813;14;МегаФон;Окинский |Республика Бурятия
301;5053100;5053299;200;Ростелеком;Окинский |Республика Бурятия
301;5056100;5056149;50;Ростелеком;Окинский |Республика Бурятия
301;5056200;5056299;100;Ростелеком;Окинский |Республика Бурятия
301;5056300;5056399;100;"Красноярское конструкторское бюро ""Искра""";Окинский |Республика Бурятия
301;5341000;5342999;2000;Ростелеком;Баунтовский |Республика Бурятия
301;5353210;5353259;50;Ростелеком;Баунтовский |Республика Бурятия
301;5354100;5354199;100;"Красноярское конструкторское бюро ""Искра";Баунтовский |Республика Бурятия
301;5354200;5354349;150;Ростелеком;Баунтовский |Республика Бурятия
301;5354400;5354599;200;Ростелеком;Баунтовский |Республика Бурятия
301;5355000;5355599;600;Ростелеком;Баунтовский |Республика Бурятия
301;5356200;5356349;150;Ростелеком;Баунтовский |Республика Бурятия
301;5357100;5357199;100;Ростелеком;Баунтовский |Республика Бурятия
302;2200000;2219999;20000;Ростелеком;Чита |Забайкальский край
302;2220000;2229999;10000;Российские железные дороги;Чита |Забайкальский край
302;2230000;2239999;10000;Ростелеком;Чита |Забайкальский край
302;2240000;2244999;5000;Российские железные дороги;Чита |Забайкальский край
302;2245000;2245199;200;Стелла Коммьюникейшн;Чита |Забайкальский край
302;2245200;2245215;16;МегаФон;Чита |Забайкальский край
302;2245216;2245715;500;Вымпел-Коммуникации;Чита |Забайкальский край
302;2245716;2245765;50;Диджитал Кантри Нэт;Чита |Читинская область
302;2250000;2269999;20000;Ростелеком;Чита |Забайкальский край
302;2270000;2272499;2500;Вымпел-Коммуникации;Чита |Читинская область
302;2280000;2283999;4000;Ростелеком;Чита |Забайкальский край
302;2284000;2284499;500;ПРЕСТИЖ-ИНТЕРНЕТ;Чита |Забайкальский край
302;2285000;2286999;2000;Ростелеком;Чита |Забайкальский край
